     Orden	Palabra	Frec.absoluta 	 Frec.normalizada 
3243	mueve 	    4,394	2880
3244	sanidad 	    4,394	2880
3245	medicamentos  	    4,393	2879
3246	organizado 	    4,392	2878
3247	izquierdo	    4,390	2877
3248	conozco 	    4,388	2876
3249	lujo	    4,386	2874
3250	terroristas	    4,386	2874
3251	euros	    4,385	2874
3252	americana 	    4,383	2873
3253	ayudas 	    4,383	2873
3254	coste	    4,383	2873
3255	rosario	    4,383	2873
3256	ap	    4,379	2870
3257	enseguida 	    4,379	2870
3258	lectores	    4,379	2870
3259	emergencia 	    4,378	2869
3260	clásica	    4,375	2867
3261	reglamento 	    4,375	2867
3262	dará	    4,374	2867
3263	sindical	    4,372	2865
3264	raro	    4,371	2865
3265	alimento	    4,368	2863
3266	poblaciones 	    4,367	2862
3267	ronda	    4,367	2862
3268	horizonte	    4,365	2861
3269	trastornos	    4,365	2861
3270	kilos	    4,364	2860
3271	necesitaba 	    4,363	2859
3272	obliga	    4,362	2859
3273	nuclear	    4,361	2858
3274	rigor	    4,361	2858
3275	correo	    4,358	2856
3276	estética	    4,357	2855
3277	zapatos 	    4,357	2855
3278	ponía	    4,354	2853
3279	intensa	    4,353	2853
3280	bloque	    4,349	2850
3281	sombras 	    4,349	2850
3282	transmisión	    4,348	2850
3283	consigo 	    4,346	2848
3284	misterio	    4,345	2848
3285	gustaba 	    4,344	2847
3286	cerró	    4,342	2846
3287	inútil	    4,340	2844
3288	palma 	    4,339	2844
3289	turno	    4,339	2844
3290	aviones	    4,338	2843
3291	uruguay 	    4,338	2843
3292	expectativas	    4,337	2842
3293	comisiones 	    4,332	2839
3294	imaginar	    4,331	2838
3295	grito	    4,327	2836
3296	idioma	    4,324	2834
3297	obtenido	    4,324	2834
3298	realizadas	    4,324	2834
3299	privados	    4,319	2831
3300	antecedentes 	    4,316	2829
3301	cumple 	    4,315	2828
3302	provocar	    4,309	2824
3303	nicolás	    4,308	2823
3304	síndrome 	    4,306	2822
3305	llorar	    4,305	2821
3306	mariano 	    4,305	2821
3307	lorenzo	    4,303	2820
3308	deber	    4,301	2819
3309	ramas 	    4,300	2818
3310	planificación	    4,299	2817
3311	revistas	    4,299	2817
3312	tienda	    4,299	2817
3313	embajada 	    4,295	2815
3314	lento	    4,293	2814
3315	recoge 	    4,292	2813
3316	separación 	    4,291	2812
3317	resumen 	    4,288	2810
3318	beber	    4,285	2808
3319	coches 	    4,285	2808
3320	actúa	    4,283	2807
3321	terrenos	    4,278	2804
3322	sentí	    4,275	2802
3323	canales 	    4,274	2801
3324	caminar 	    4,270	2798
3325	firmado	    4,269	2798
3326	salía	    4,268	2797
3327	verdaderamente 	    4,268	2797
3328	coordinación	    4,267	2796
3329	cantante	    4,261	2793
3330	contigo	    4,257	2790
3331	precisión	    4,257	2790
3332	caído	    4,255	2789
3333	cercano 	    4,253	2787
3334	huevo 	    4,252	2787
3335	multitud	    4,249	2785
3336	exigencias	    4,244	2781
3337	sufrió	    4,243	2781
3338	corre	    4,241	2779
3339	sucedido 	    4,241	2779
3340	testimonio	    4,241	2779
3341	apariencia	    4,239	2778
3342	juega	    4,239	2778
3343	estima 	    4,238	2777
3344	onu 	    4,238	2777
3345	infraestructura	    4,236	2776
3346	posesión 	    4,236	2776
3347	trató	    4,236	2776
3348	orgullo	    4,234	2775
3349	previo	    4,232	2774
3350	vigor	    4,232	2774
3351	conocen 	    4,230	2772
3352	informaciones	    4,230	2772
3353	madres 	    4,230	2772
3354	redes	    4,230	2772
3355	contaminación 	    4,229	2772
3356	adquirir	    4,227	2770
3357	sirven	    4,227	2770
3358	venga 	    4,220	2766
3359	favorable	    4,215	2762
3360	primaria	    4,214	2762
3361	salinas	    4,213	2761
3362	renuncia	    4,212	2760
3363	accidentes 	    4,209	2758
3364	tránsito	    4,208	2758
3365	heridas	    4,207	2757
3366	comprende  	    4,205	2756
3367	cliente	    4,204	2755
3368	confirmó	    4,203	2755
3369	individuales	    4,203	2755
3370	acá 	    4,202	2754
3371	ordenó 	    4,198	2751
3372	solicitud	    4,198	2751
3373	tragedia	    4,197	2751
3374	levantar	    4,194	2749
3375	comando  	    4,193	2748
3376	oriental	    4,192	2747
3377	procedentes 	    4,190	2746
3378	detuvo	    4,189	2745
3379	hagan 	    4,189	2745
3380	trayectoria	    4,187	2744
3381	socialismo	    4,186	2743
3382	religioso	    4,185	2743
3383	bella	    4,179	2739
3384	emisión 	    4,179	2739
3385	humanas  	    4,179	2739
3386	presiones	    4,179	2739
3387	emperador 	    4,177	2737
3388	encuentros 	    4,177	2737
3389	facilitar	    4,177	2737
3390	irse	    4,177	2737
3391	terror	    4,177	2737
3392	señales 	    4,176	2737
3393	tecnologías	    4,175	2736
3394	documentación  	    4,172	2734
3395	espiritual	    4,172	2734
3396	visitar	    4,170	2733
3397	agrega 	    4,169	2732
3398	presidentes	    4,169	2732
3399	encontrarse	    4,168	2732
3400	acceder 	    4,167	2731
3401	saca 	    4,160	2726
3402	entiendo	    4,158	2725
3403	olvidado	    4,158	2725
3404	profundamente 	    4,157	2724
3405	condena 	    4,156	2724
3406	daban 	    4,156	2724
3407	respaldo	    4,156	2724
3408	pnv	    4,152	2721
3409	sufre	    4,148	2718
3410	tristeza	    4,148	2718
3411	regionales	    4,147	2718
3412	existente	    4,143	2715
3413	pudieran	    4,138	2712
3414	orgánica	    4,134	2709
3415	arco	    4,132	2708
3416	cambia 	    4,132	2708
3417	castigo	    4,131	2707
3418	valladolid	    4,131	2707
3419	ruptura	    4,130	2707
3420	amante 	    4,128	2705
3421	directores	    4,128	2705
3422	tejido	    4,127	2705
3423	disposiciones	    4,125	2703
3424	montañas  	    4,125	2703
3425	publicó	    4,125	2703
3426	intenso	    4,123	2702
3427	taller	    4,122	2701
3428	et	    4,121	2701
3429	km 	    4,121	2701
3430	balance 	    4,119	2699
3431	frutas	    4,117	2698
3432	tel	    4,117	2698
3433	exportaciones 	    4,115	2697
3434	ramírez	    4,113	2696
3435	restaurante	    4,112	2695
3436	demandas  	    4,111	2694
3437	funciona	    4,110	2694
3438	habrían	    4,110	2694
3439	trabajan	    4,108	2692
3440	cubana 	    4,107	2692
3441	municipios	    4,106	2691
3442	luisa	    4,105	2690
3443	suponer 	    4,098	2686
3444	lesiones	    4,097	2685
3445	refleja	    4,096	2684
3446	finalidad	    4,093	2682
3447	urgencia	    4,093	2682
3448	adolfo	    4,092	2682
3449	alemanes 	    4,091	2681
3450	negativo	    4,091	2681
3451	independientes 	    4,088	2679
3452	renovación	    4,088	2679
3453	regla	    4,083	2676
3454	incluido	    4,082	2675
3455	alteraciones	    4,079	2673
3456	ideología	    4,078	2673
3457	repente	    4,077	2672
3458	modificaciones	    4,076	2671
3459	incidencia	    4,075	2671
3460	encontraron	    4,074	2670
3461	muchachos  	    4,073	2669
3462	materias	    4,071	2668
3463	enormes 	    4,070	2667
3464	escritura	    4,069	2667
3465	fábrica	    4,068	2666
3466	uniforme	    4,066	2665
3467	variables	    4,059	2660
3468	crónica	    4,057	2659
3469	ventanas 	    4,056	2658
3470	guerrilla	    4,053	2656
3471	mentira	    4,053	2656
3472	tranquilidad	    4,053	2656
3473	camisa 	    4,052	2656
3474	recoger	    4,051	2655
3475	auténtico	    4,050	2654
3476	fiel	    4,050	2654
3477	max 	    4,050	2654
3478	sustancia	    4,049	2654
3479	permitirá	    4,048	2653
3480	catalana	    4,046	2652
3481	instrucciones	    4,045	2651
3482	decían	    4,044	2650
3483	claras	    4,043	2650
3484	mendoza  	    4,043	2650
3485	salarios	    4,043	2650
3486	conquista	    4,042	2649
3487	candidatura	    4,041	2648
3488	embarazo  	    4,041	2648
3489	vergüenza 	    4,039	2647
3490	incorporación	    4,037	2646
3491	limpieza	    4,036	2645
3492	cristina	    4,035	2644
3493	terrorista	    4,034	2644
3494	resultaba	    4,032	2642
3495	corresponsal	    4,031	2642
3496	ingeniero	    4,031	2642
3497	poema  	    4,031	2642
3498	mancha  	    4,030	2641
3499	adaptación 	    4,028	2640
3500	ansiedad 	    4,027	2639
3501	sostuvo	    4,027	2639
3502	limón	    4,025	2638
3503	luchar	    4,024	2637
3504	permanecer 	    4,023	2637
3505	dólar	    4,022	2636
3506	quinta	    4,021	2635
3507	escalera	    4,019	2634
3508	humedad  	    4,018	2633
3509	canadá 	    4,017	2633
3510	consejos 	    4,014	2631
3511	maíz 	    4,014	2631
3512	occidente	    4,013	2630
3513	patrón	    4,012	2629
3514	rodrigo	    4,012	2629
3515	sexuales 	    4,012	2629
3516	hugo 	    4,007	2626
3517	detención	    4,005	2625
3518	acercó 	    4,004	2624
3519	infección	    4,004	2624
3520	aceptación 	    4,000	2621
3521	avances 	    3,998	2620
3522	gerente	    3,998	2620
3523	personalmente 	    3,998	2620
3524	combinación 	    3,996	2619
3525	entera	    3,993	2617
3526	hombro 	    3,993	2617
3527	estatuto	    3,992	2616
3528	asiento	    3,990	2615
3529	crees	    3,989	2614
3530	empezaron  	    3,989	2614
3531	robert	    3,986	2612
3532	cumplido 	    3,985	2612
3533	renta	    3,985	2612
3534	santander 	    3,984	2611
3535	misa 	    3,983	2610
3536	pelota	    3,983	2610
3537	rodillas	    3,983	2610
3538	prima	    3,982	2610
3539	delgado 	    3,980	2608
3540	generaciones 	    3,980	2608
3541	sentidos	    3,980	2608
3542	prisa	    3,979	2608
3543	teorías	    3,978	2607
3544	trae	    3,978	2607
3545	cajas	    3,977	2606
3546	cariño	    3,976	2606
3547	competencias  	    3,976	2606
3548	desgracia	    3,976	2606
3549	ejemplares 	    3,976	2606
3550	aprobado 	    3,973	2604
3551	específico	    3,973	2604
3552	advierte	    3,972	2603
3553	lee	    3,969	2601
3554	frutos	    3,967	2600
3555	peligroso	    3,967	2600
3556	caribe	    3,965	2599
3557	concluyó 	    3,964	2598
3558	veremos 	    3,964	2598
3559	domicilio	    3,963	2597
3560	escucha 	    3,960	2595
3561	ugt	    3,960	2595
3562	novia	    3,957	2593
3563	caras	    3,955	2592
3564	reflejo	    3,955	2592
3565	diversidad	    3,954	2591
3566	sienta	    3,954	2591
3567	ligeramente	    3,953	2591
3568	paco 	    3,953	2591
3569	suspensión 	    3,951	2589
3570	proyección 	    3,948	2587
3571	tiende	    3,948	2587
3572	verlo	    3,947	2587
3573	cometido 	    3,946	2586
3574	impide	    3,946	2586
3575	consumidores  	    3,945	2585
3576	esperan 	    3,945	2585
3577	básica	    3,944	2585
3578	nieve	    3,943	2584
3579	asistir	    3,942	2583
3580	llegue	    3,942	2583
3581	agustín	    3,940	2582
3582	narcotráfico	    3,940	2582
3583	paquete 	    3,939	2581
3584	atlético	    3,938	2581
3585	vocación	    3,938	2581
3586	conduce 	    3,936	2579
3587	intenciones	    3,935	2579
3588	soldado 	    3,935	2579
3589	defensor	    3,932	2577
3590	planos	    3,932	2577
3591	hacerle	    3,929	2575
3592	lados	    3,927	2574
3593	literaria	    3,925	2572
3594	argentinos	    3,924	2572
3595	amparo 	    3,921	2570
3596	inteligente	    3,920	2569
3597	afirmación	    3,919	2568
3598	catedral	    3,918	2568
3599	guerrero	    3,917	2567
3600	viajar	    3,917	2567
3601	definitivo	    3,916	2566
3602	gato	    3,916	2566
3603	cm 	    3,915	2566
3604	repetir	    3,915	2566
3605	salvar	    3,915	2566
3606	gestos 	    3,914	2565
3607	inevitable	    3,914	2565
3608	empleado 	    3,912	2564
3609	coro	    3,911	2563
3610	asturias	    3,908	2561
3611	rubio	    3,908	2561
3612	suprema 	    3,907	2560
3613	descubrió	    3,906	2560
3614	echar	    3,905	2559
3615	integral	    3,904	2559
3616	quede 	    3,903	2558
3617	aprovechar	    3,902	2557
3618	cubierta	    3,902	2557
3619	acudir	    3,901	2557
3620	archivo	    3,901	2557
3621	define	    3,901	2557
3622	corresponden 	    3,899	2555
3623	encontraban 	    3,899	2555
3624	inmensa 	    3,899	2555
3625	mapa 	    3,899	2555
3626	sergio	    3,898	2555
3627	hilo	    3,896	2553
3628	navarro	    3,895	2553
3629	ciertamente	    3,894	2552
3630	explicaciones	    3,894	2552
3631	bolsillo	    3,893	2551
3632	críticos	    3,893	2551
3633	ocupar 	    3,893	2551
3634	activo	    3,891	2550
3635	buscan 	    3,891	2550
3636	volvía	    3,891	2550
3637	convivencia	    3,889	2549
3638	realizados	    3,889	2549
3639	suiza	    3,889	2549
3640	and 	    3,888	2548
3641	continuó	    3,888	2548
3642	península	    3,888	2548
3643	urbana 	    3,888	2548
3644	oh	    3,883	2545
3645	olvido	    3,883	2545
3646	ejercer	    3,881	2543
3647	tela	    3,879	2542
3648	pasajeros	    3,876	2540
3649	auténtica	    3,875	2540
3650	caza 	    3,874	2539
3651	navarra	    3,874	2539
3652	socio	    3,871	2537
3653	escrita	    3,870	2536
3654	querían	    3,868	2535
3655	piano	    3,867	2534
3656	florida	    3,866	2534
3657	obligaciones	    3,864	2532
3658	enfrentamiento	    3,863	2532
3659	talento	    3,863	2532
3660	desierto	    3,862	2531
3661	pierna	    3,862	2531
3662	adentro	    3,859	2529
3663	comienzos  	    3,859	2529
3664	vientos	    3,859	2529
3665	comisario	    3,858	2528
3666	alza	    3,852	2524
3667	honduras 	    3,851	2524
3668	bosques 	    3,850	2523
3669	cristiana	    3,849	2522
3670	propuso 	    3,849	2522
3671	otoño	    3,848	2522
3672	leído	    3,847	2521
3673	posteriores	    3,846	2521
3674	doctrina	    3,845	2520
3675	sucesos 	    3,845	2520
3676	visitas	    3,845	2520
3677	expresar	    3,844	2519
3678	prado	    3,844	2519
3679	fija	    3,843	2519
3680	abiertos	    3,842	2518
3681	cadenas 	    3,842	2518
3682	hermosa 	    3,842	2518
3683	jornadas	    3,842	2518
3684	intentos	    3,841	2517
3685	relativa	    3,841	2517
3686	artístico	    3,840	2517
3687	poniendo 	    3,840	2517
3688	extremos 	    3,838	2515
3689	provocó	    3,837	2515
3690	concesión 	    3,834	2513
3691	teníamos 	    3,834	2513
3692	halla	    3,832	2511
3693	juvenil	    3,831	2511
3694	sucedió 	    3,830	2510
3695	espacial	    3,829	2509
3696	agrícola	    3,826	2507
3697	destinado	    3,826	2507
3698	mantenido 	    3,826	2507
3699	explosión	    3,824	2506
3700	ajo	    3,821	2504
3701	jordi	    3,821	2504
3702	sirvió	    3,821	2504
3703	parlamentario	    3,820	2503
3704	diablo	    3,819	2503
3705	grasa	    3,816	2501
3706	incluyen	    3,816	2501
3707	poseen 	    3,816	2501
3708	xvi	    3,812	2498
3709	compuesto  	    3,810	2497
3710	determinación 	    3,810	2497
3711	viejas	    3,810	2497
3712	conoció 	    3,807	2495
3713	parlamentarios	    3,806	2494
3714	señalado 	    3,805	2494
3715	menem  	    3,804	2493
3716	salieron	    3,804	2493
3717	generalitat	    3,803	2492
3718	parar	    3,802	2492
3719	raza	    3,801	2491
3720	requisitos	    3,801	2491
3721	vigente	    3,801	2491
3722	compromisos  	    3,799	2490
3723	efectivo	    3,799	2490
3724	utilidad	    3,799	2490
3725	dichas	    3,798	2489
3726	poemas  	    3,798	2489
3727	amenazas  	    3,797	2488
3728	negociar	    3,797	2488
3729	singular	    3,797	2488
3730	valoración	    3,797	2488
3731	italiana	    3,794	2486
3732	laborales	    3,793	2486
3733	aficionados	    3,791	2484
3734	lago	    3,791	2484
3735	marcas 	    3,789	2483
3736	cubanos 	    3,787	2482
3737	regulación	    3,787	2482
3738	apoyar 	    3,786	2481
3739	ordenador 	    3,786	2481
3740	extrema 	    3,785	2481
3741	ejercicios	    3,784	2480
3742	encuesta 	    3,783	2479
3743	unida	    3,783	2479
3744	plenamente 	    3,781	2478
3745	aniversario	    3,777	2475
3746	bretaña	    3,777	2475
3747	variable	    3,776	2475
3748	guarda 	    3,773	2473
3749	alegre	    3,772	2472
3750	escenas 	    3,772	2472
3751	montaje 	    3,772	2472
3752	supongo 	    3,772	2472
3753	tve	    3,770	2471
3754	abandono 	    3,765	2467
3755	irene	    3,764	2467
3756	modificación	    3,764	2467
3757	eco 	    3,763	2466
3758	new 	    3,763	2466
3759	exilio	    3,762	2465
3760	provocado 	    3,762	2465
3761	sesiones 	    3,762	2465
3762	nubes 	    3,761	2465
3763	paul	    3,758	2463
3764	entrenamiento 	    3,757	2462
3765	espectacular	    3,757	2462
3766	perfecta	    3,757	2462
3767	extraordinario	    3,756	2462
3768	dices	    3,755	2461
3769	esposo 	    3,755	2461
3770	capitales	    3,754	2460
3771	colombiano 	    3,754	2460
3772	modificar	    3,751	2458
3773	muerta 	    3,750	2458
3774	extraordinaria	    3,749	2457
3775	viviendo	    3,749	2457
3776	distinguir	    3,748	2456
3777	ocurrir	    3,748	2456
3778	lanzó	    3,745	2454
3779	decide	    3,744	2454
3780	dibujo	    3,744	2454
3781	épocas 	    3,744	2454
3782	entregó	    3,743	2453
3783	físicas	    3,741	2452
3784	locura	    3,739	2450
3785	george 	    3,738	2450
3786	piloto	    3,737	2449
3787	cerrada	    3,735	2448
3788	comenzado  	    3,734	2447
3789	psicología	    3,734	2447
3790	convertir	    3,732	2446
3791	escritos	    3,732	2446
3792	aragón 	    3,731	2445
3793	evento	    3,731	2445
3794	músculos 	    3,731	2445
3795	circuito	    3,730	2444
3796	incapaz 	    3,729	2444
3797	combatir	    3,728	2443
3798	estómago  	    3,728	2443
3799	estudiante	    3,728	2443
3800	subida	    3,725	2441
3801	toledo	    3,725	2441
3802	ahorro	    3,724	2441
3803	retorno	    3,720	2438
3804	promover 	    3,718	2437
3805	reciben	    3,718	2437
3806	máquinas 	    3,717	2436
3807	sitios	    3,717	2436
3808	corriendo	    3,716	2435
3809	escapar 	    3,716	2435
3810	pensamientos  	    3,716	2435
3811	irán	    3,715	2435
3812	muro 	    3,714	2434
3813	ocupación 	    3,713	2433
3814	permanece  	    3,713	2433
3815	gallego	    3,712	2433
3816	pusieron	    3,712	2433
3817	visual	    3,711	2432
3818	iniciado	    3,710	2431
3819	fiebre	    3,709	2431
3820	rock	    3,708	2430
3821	vargas	    3,708	2430
3822	territorial	    3,706	2429
3823	nacionalista	    3,705	2428
3824	bruselas	    3,700	2425
3825	contraste	    3,700	2425
3826	enfrentar	    3,700	2425
3827	pesca 	    3,697	2423
3828	internos	    3,696	2422
3829	solos	    3,695	2422
3830	fiscalía	    3,694	2421
3831	selva	    3,694	2421
3832	activos	    3,693	2420
3833	votación	    3,692	2420
3834	aceptó 	    3,691	2419
3835	introducir	    3,691	2419
3836	condenado  	    3,689	2418
3837	novelas	    3,686	2416
3838	secuestro 	    3,686	2416
3839	cantar	    3,685	2415
3840	deterioro	    3,683	2414
3841	platos	    3,680	2412
3842	ruso	    3,678	2410
3843	falso	    3,677	2410
3844	listas	    3,677	2410
3845	magnitud 	    3,677	2410
3846	vázquez 	    3,676	2409
3847	conductor 	    3,673	2407
3848	culturas	    3,673	2407
3849	identificar	    3,673	2407
3850	instrucción	    3,673	2407
3851	reparto	    3,673	2407
3852	sonidos 	    3,673	2407
3853	abc 	    3,671	2406
3854	enfoque 	    3,669	2404
3855	margarita	    3,668	2404
3856	adoptar	    3,666	2403
3857	acusaciones 	    3,664	2401
3858	aquél	    3,661	2399
3859	arturo	    3,655	2395
3860	considerable	    3,655	2395
3861	fusión	    3,654	2395
3862	rivera	    3,651	2393
3863	seguirá	    3,651	2393
3864	resultan	    3,650	2392
3865	simples 	    3,650	2392
3866	chino	    3,649	2391
3867	debilidad	    3,649	2391
3868	juntas	    3,649	2391
3869	adiós	    3,648	2391
3870	básico	    3,648	2391
3871	propuesto 	    3,648	2391
3872	cardenal	    3,647	2390
3873	constantemente  	    3,647	2390
3874	estrategias	    3,643	2387
3875	corporal	    3,642	2387
3876	basura 	    3,640	2385
3877	entrado	    3,640	2385
3878	históricos	    3,639	2385
3879	normales 	    3,639	2385
3880	reconocido 	    3,639	2385
3881	cuentos 	    3,638	2384
3882	paciencia	    3,638	2384
3883	suyos 	    3,638	2384
3884	plástico	    3,636	2383
3885	bebé 	    3,635	2382
3886	herencia	    3,634	2382
3887	visitantes	    3,634	2382
3888	situada	    3,633	2381
3889	eva	    3,631	2380
3890	resultar	    3,631	2380
3891	ficción	    3,629	2378
